"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"EST","Estonia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2016","2016",135.91212330343,,
"EST","Estonia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2017","2017",138.31111111111,,
"EST","Estonia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2018","2018",138.39064327485,,
"EST","Estonia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2019","2019",138.54502923977,,
"EST","Estonia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2020","2020",138.44444444444,,
"EST","Estonia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2021","2021",209.05263157895,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2000","2000",0.18089865784867,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2001","2001",0.17871898841209,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2002","2002",0.18497197108397,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2003","2003",0.18236629573114,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2004","2004",0.17855814299531,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2005","2005",0.17363242541698,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2006","2006",0.17193768561455,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2007","2007",0.16548300351651,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2008","2008",0.17808524118564,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2009","2009",0.17123287671233,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2010","2010",0.19687735396836,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2011","2011",0.19662489100142,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2012","2012",0.21099918322897,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2013","2013",0.23742093035087,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2014","2014",0.2384778012685,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2015","2015",0.24925816023739,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2016","2016",0.24542577139859,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2017","2017",0.26045190096063,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2018","2018",0.26030222102025,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2019","2019",0.27183089079489,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2020","2020",0.33623384303455,,
"EST","Estonia","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2021","2021",0.22266979970907,,
"EST","Estonia","IND-INFR-URB-SHARE","Share of urban roads in total road network","2010","2010",8.0052044100527,,
"EST","Estonia","IND-INFR-URB-SHARE","Share of urban roads in total road network","2011","2011",8.1112041992238,,
"EST","Estonia","IND-INFR-URB-SHARE","Share of urban roads in total road network","2012","2012",8.417846447046,,
"EST","Estonia","IND-INFR-URB-SHARE","Share of urban roads in total road network","2013","2013",8.5607204029372,,
"EST","Estonia","IND-INFR-URB-SHARE","Share of urban roads in total road network","2014","2014",8.6646934460888,,
"EST","Estonia","IND-INFR-URB-SHARE","Share of urban roads in total road network","2015","2015",8.7969478592624,,
"EST","Estonia","IND-INFR-URB-SHARE","Share of urban roads in total road network","2016","2016",8.7523907855317,,
"EST","Estonia","IND-INFR-URB-SHARE","Share of urban roads in total road network","2017","2017",8.8046272493573,,
"EST","Estonia","IND-INFR-URB-SHARE","Share of urban roads in total road network","2018","2018",8.8029478381393,,
"EST","Estonia","IND-INFR-URB-SHARE","Share of urban roads in total road network","2019","2019",8.7931383804957,,
"EST","Estonia","IND-INFR-URB-SHARE","Share of urban roads in total road network","2020","2020",8.8738700684295,,
"EST","Estonia","IND-INFR-URB-SHARE","Share of urban roads in total road network","2021","2021",5.9147364887546,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2000","2000",2.2835574427931,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2001","2001",2.2811983958481,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2002","2002",2.2811983958481,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2003","2003",2.2623260202878,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2005","2005",2.1821184241566,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2006","2006",2.8214201462609,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2007","2007",2.830856334041,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2008","2008",2.8214201462609,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2009","2009",2.8214201462609,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2010","2010",2.8214201462609,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2011","2011",2.8214201462609,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2012","2012",2.8214201462609,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2013","2013",2.6823096388314,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2014","2014",2.6823096388314,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2015","2015",2.6777087646653,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2016","2016",2.6708074534161,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2017","2017",2.7157894736842,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2018","2018",2.7157894736842,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2019","2019",2.7298245614035,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2020","2020",2.7298245614035,,
"EST","Estonia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2021","2021",2.7298245614035,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2000","2000",13.636363636364,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2001","2001",13.547052740434,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2002","2002",13.547052740434,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2003","2003",13.660062565172,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2005","2005",14.054054054054,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2006","2006",10.953177257525,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2007","2007",11,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2008","2008",10.869565217391,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2009","2009",10.869565217391,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2010","2010",11.036789297659,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2011","2011",11.036789297659,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2012","2012",11.036789297659,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2013","2013",11.320754716981,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2014","2014",11.320754716981,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2015","2015",11.340206185567,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2016","2016",11.369509043928,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2017","2017",11.369509043928,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2018","2018",11.369509043928,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2019","2019",11.825192802057,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2020","2020",11.825192802057,,
"EST","Estonia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2021","2021",19.280205655527,,
"EST","Estonia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2004","2004",2.3590469450342,,
"EST","Estonia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2005","2005",4.7180938900684,,
"EST","Estonia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2006","2006",4.7180938900684,,
"EST","Estonia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2007","2007",4.7180938900684,,
"EST","Estonia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2008","2008",7.0771408351026,,
"EST","Estonia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2009","2009",9.4361877801368,,
"EST","Estonia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2010","2010",9.4361877801368,,
"EST","Estonia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2011","2011",7.0771408351026,,
"EST","Estonia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2012","2012",7.0771408351026,,
"EST","Estonia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2013","2013",4.6008741660916,,
"EST","Estonia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2014","2014",4.6008741660916,,
"EST","Estonia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2015","2015",4.6008741660916,,
"EST","Estonia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2016","2016",4.6008741660916,,
"EST","Estonia","IND-INFR-AIR-PC","Airports per one million inhabitants","2004","2004",0.73391802135701,,
"EST","Estonia","IND-INFR-AIR-PC","Airports per one million inhabitants","2005","2005",1.4762598955546,,
"EST","Estonia","IND-INFR-AIR-PC","Airports per one million inhabitants","2006","2006",1.4849904589363,,
"EST","Estonia","IND-INFR-AIR-PC","Airports per one million inhabitants","2007","2007",1.4917802905988,,
"EST","Estonia","IND-INFR-AIR-PC","Airports per one million inhabitants","2008","2008",2.2436784360066,,
"EST","Estonia","IND-INFR-AIR-PC","Airports per one million inhabitants","2009","2009",2.9973436042308,,
"EST","Estonia","IND-INFR-AIR-PC","Airports per one million inhabitants","2010","2010",3.0041870857508,,
"EST","Estonia","IND-INFR-AIR-PC","Airports per one million inhabitants","2011","2011",2.2599908545703,,
"EST","Estonia","IND-INFR-AIR-PC","Airports per one million inhabitants","2012","2012",2.2680948607995,,
"EST","Estonia","IND-INFR-AIR-PC","Airports per one million inhabitants","2013","2013",1.5174541368455,,
"EST","Estonia","IND-INFR-AIR-PC","Airports per one million inhabitants","2014","2014",1.5214389769844,,
"EST","Estonia","IND-INFR-AIR-PC","Airports per one million inhabitants","2015","2015",1.5204419620695,,
"EST","Estonia","IND-INFR-AIR-PC","Airports per one million inhabitants","2016","2016",1.5199993920002,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2000","2000",0.66432855421853,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2001","2001",0.52954965808982,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2002","2002",0.83092790358168,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2003","2003",0.7318948093334,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2004","2004",0.77729806895636,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2005","2005",1.0755276035923,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2006","2006",1.1128364579963,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2007","2007",0.95114214490114,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2008","2008",0.99289544197206,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2009","2009",1.1038889725454,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2010","2010",1.1668054961695,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2011","2011",1.5110399456601,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2012","2012",1.3735802198197,"B","Break"
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2013","2013",1.274563762137,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2014","2014",0.81383759341101,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2015","2015",0.96043101759351,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2016","2016",0.74995712231658,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2017","2017",0.88446510881648,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2018","2018",0.94631472499647,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2019","2019",0.90582564747175,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2020","2020",1.0049160054064,,
"EST","Estonia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2021","2021",1.0844361375718,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2000","2000",0.30785957390615,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2001","2001",0.2146822938202,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2002","2002",0.23010311176108,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2003","2003",0.18297370233335,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2004","2004",0.20455212340957,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2005","2005",0.1763160005889,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2006","2006",0.15476533521803,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2007","2007",0.18291195094253,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2008","2008",0.13840360706277,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2009","2009",0.26181982041142,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2010","2010",0.23743135096471,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2011","2011",0.56364188449227,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2012","2012",0.26623233029419,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2013","2013",0.14013168359387,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2014","2014",0.07731357377954,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2015","2015",0.06349556563449,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2016","2016",0.06667307341257,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2017","2017",0.05790141604207,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2018","2018",0.10180402909497,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2019","2019",0.11345331171117,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2020","2020",0.11651200062683,,
"EST","Estonia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2021","2021",0.19080987757861,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2000","2000",0.35646898031238,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2001","2001",0.31486736426962,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2002","2002",0.6008247918206,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2003","2003",0.54892110700005,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2004","2004",0.57274594554679,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2005","2005",0.89921160300337,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2006","2006",0.95807112277829,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2007","2007",0.76823019395861,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2008","2008",0.85449183490929,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2009","2009",0.84206915213402,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2010","2010",0.92937414520474,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2011","2011",0.94739806116786,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2012","2012",1.1073478895255,"B","Break"
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2013","2013",1.1344320785431,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2014","2014",0.73652401963146,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2015","2015",0.89693545195901,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2016","2016",0.68328404890401,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2017","2017",0.82656369277442,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2018","2018",0.84451069590149,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2019","2019",0.79237233576057,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2020","2020",0.88840400477961,,
"EST","Estonia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2021","2021",0.89362625999315,,
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2000","2000",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2001","2001",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2002","2002",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2003","2003",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2004","2004",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2005","2005",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2006","2006",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2007","2007",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2008","2008",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2009","2009",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2010","2010",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2011","2011",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2012","2012",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2013","2013",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2014","2014",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2015","2015",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2016","2016",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2017","2017",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2018","2018",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2019","2019",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2020","2020",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2021","2021",,"M","Missing value; data cannot exist"
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2000","2000",55.656477851662,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2001","2001",47.815622628668,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2002","2002",81.245723011109,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2003","2003",77.590245125125,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2004","2004",87.072162228204,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2005","2005",131.00754288089,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2006","2006",147.85504430086,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2007","2007",136.11413794702,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2008","2008",139.58408913535,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2009","2009",144.49273680123,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2010","2010",164.21887083447,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2011","2011",234.06792162731,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2012","2012",219.39335077558,"B","Break"
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2013","2013",205.00066416425,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2014","2014",138.41128919783,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2015","2015",167.13464543506,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2016","2016",138.60442657585,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2017","2017",176.27699817144,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2018","2018",201.05797527961,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2019","2019",201.37164977072,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2020","2020",219.66767617773,,
"EST","Estonia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2021","2021",250.68718291294,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2000","2000",25.792026321502,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2001","2001",19.384711876487,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2002","2002",22.498815603076,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2003","2003",19.397561281281,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2004","2004",22.913726902159,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2005","2005",21.476646373917,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2006","2006",20.562622055087,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2007","2007",26.175795759042,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2008","2008",19.457176061291,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2009","2009",34.270713215677,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2010","2010",33.416630693061,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2011","2011",87.311050130823,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2012","2012",42.523619796811,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2013","2013",22.538761151527,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2014","2014",13.148902810532,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2015","2015",11.049527404488,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2016","2016",12.322281945738,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2017","2017",11.539955288263,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2018","2018",21.629708832036,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2019","2019",25.221498877843,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2020","2020",25.468716078577,,
"EST","Estonia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2021","2021",44.109181744213,,
