"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2000","2000",1.6058394160584,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2001","2001",1.6313868613139,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2002","2002",1.6313868613139,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2003","2003",1.6313868613139,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2004","2004",1.6313868613139,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2005","2005",1.543795620438,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2006","2006",1.543795620438,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2007","2007",1.543795620438,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2008","2008",1.543795620438,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2009","2009",1.543795620438,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2010","2010",1.456204379562,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2011","2011",1.456204379562,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2012","2012",1.456204379562,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2013","2013",1.2627737226277,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2014","2014",1.2627737226277,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2015","2015",1.3832116788321,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2016","2016",1.2189781021898,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2017","2017",1.2189781021898,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2018","2018",1.2189781021898,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2019","2019",0.61678832116788,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2020","2020",0.81751824817518,,
"ALB","Albania","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2021","2021",0.81751824817518,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2004","2004",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2005","2005",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2006","2006",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2007","2007",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2008","2008",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2009","2009",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2010","2010",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2011","2011",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2012","2012",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2013","2013",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2014","2014",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2015","2015",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2016","2016",3.6496350364963,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2004","2004",0.33036675004022,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2005","2005",0.33206186843908,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2006","2006",0.33416350687224,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2007","2007",0.33669840947038,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2008","2008",0.33929197906976,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2009","2009",0.34158616903938,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2010","2010",0.34328623102957,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2011","2011",0.34421097379006,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2012","2012",0.34477991146741,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2013","2013",0.34541216652182,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2014","2014",0.34612807292503,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2015","2015",0.34713748692593,,
"ALB","Albania","IND-INFR-AIR-PC","Airports per one million inhabitants","2016","2016",0.34769293567924,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2000","2000",2.9213944959986,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2001","2001",2.4852293641483,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2002","2002",1.519261450563,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2003","2003",1.2482699804349,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2004","2004",1.6126758272149,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2005","2005",1.0905749207561,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2006","2006",2.4904466991699,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2007","2007",3.2542815951479,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2008","2008",5.697822474081,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2009","2009",5.6265385476111,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2010","2010",2.6927870479048,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2011","2011",2.2770608569425,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2012","2012",1.8921662561308,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2013","2013",2.440644922829,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2014","2014",1.9401492863567,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2015","2015",1.7514067769313,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2016","2016",0.83138706901762,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2017","2017",1.376195067214,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2018","2018",1.3216771723637,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2019","2019",1.286290317561,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2020","2020",1.6930469451062,,
"ALB","Albania","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2021","2021",1.7574511846661,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2000","2000",0.05426986087363,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2001","2001",0.03194610337404,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2002","2002",0.12137711427139,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2003","2003",0.01431231537851,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2004","2004",0.03565347533268,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2005","2005",0.03618669349373,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2006","2006",0.01753109477677,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2007","2007",0.00745705976419,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2008","2008",0.01563835969338,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2009","2009",0.00104900973481,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2010","2010",0.00330739848908,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2011","2011",0.00938011293041,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2012","2012",0.00480188113694,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2013","2013",0.00688861844683,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2014","2014",0.00695188507172,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2015","2015",0.00535101620504,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2016","2016",0,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2017","2017",0,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2018","2018",0.00237668865562,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2019","2019",0.00784855670017,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2020","2020",0.01131333687048,,
"ALB","Albania","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2021","2021",0.03539983869393,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2000","2000",2.866526070483,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2001","2001",2.452573347366,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2002","2002",1.3970653274234,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2003","2003",1.233219916841,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2004","2004",1.5764800937022,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2005","2005",1.0531446982763,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2006","2006",2.4711968696111,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2007","2007",3.2451674109917,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2008","2008",5.6797782128964,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2009","2009",5.6226047611055,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2010","2010",2.6868982652292,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2011","2011",2.2670656546396,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2012","2012",1.8863139634952,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2013","2013",2.4334600197177,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2014","2014",1.9329823945302,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2015","2015",1.7458605444999,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2016","2016",0.83138706901762,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2017","2017",1.3761370268501,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2018","2018",1.3190927525659,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2019","2019",1.2784417608608,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2020","2020",1.6817336082357,,
"ALB","Albania","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2021","2021",1.7220513459722,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2000","2000",0.00059856464199,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2001","2001",0.00070991340831,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2002","2002",0.00081900886823,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2003","2003",0.00073774821539,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2004","2004",0.00054225817996,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2005","2005",0.00124352898604,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2006","2006",0.00171873478204,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2007","2007",0.00165712439204,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2008","2008",0.00240590149129,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2009","2009",0.00288477677073,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2010","2010",0.0025813841866,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2011","2011",0.00061508937249,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2012","2012",0.0010504114987,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2013","2013",0.00029628466438,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2014","2014",0.0002150067548,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2015","2015",0.00019521622637,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2016","2016",0,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2017","2017",0,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2018","2018",0.00020773114214,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2019","2019",0,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2020","2020",0,,
"ALB","Albania","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2021","2021",0,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2000","2000",36.218023910188,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2001","2001",32.875656358191,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2002","2002",27.965403628815,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2003","2003",24.967207514537,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2004","2004",34.173393660363,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2005","2005",24.994155552151,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2006","2006",61.669248207162,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2007","2007",87.671241974147,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2008","2008",170.81278907877,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2009","2009",179.75694325023,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2010","2010",93.402472088913,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2011","2011",82.66658975084,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2012","2012",70.080176254469,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2013","2013",90.900917287274,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2014","2014",74.611808252662,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2015","2015",69.229669667656,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2016","2016",33.791684565315,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2017","2017",58.549043886257,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2018","2018",59.145498075062,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2019","2019",59.638552932609,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2020","2020",76.567169035995,,
"ALB","Albania","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2021","2021",90.520349335194,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2000","2000",0.67281126236656,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2001","2001",0.42259645393661,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2002","2002",2.2342171524477,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2003","2003",0.28626703651419,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2004","2004",0.75551467154299,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2005","2005",0.82933857077261,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2006","2006",0.43411064990549,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2007","2007",0.20089524274016,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2008","2008",0.4688162623518,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2009","2009",0.03351381702509,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2010","2010",0.11472098965416,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2011","2011",0.34053633001089,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2012","2012",0.17784730878647,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2013","2013",0.25656404575771,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2014","2014",0.26734680656452,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2015","2015",0.21151515977925,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2016","2016",0,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2017","2017",0,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2018","2018",0.10635761685627,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2019","2019",0.36389651528692,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2020","2020",0.51163978590606,,
"ALB","Albania","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2021","2021",1.8233256166334,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2000","2000",35.537791935369,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2001","2001",32.443668871945,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2002","2002",25.71611078708,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2003","2003",24.666184445213,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2004","2004",33.406388271382,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2005","2005",24.136317374135,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2006","2006",61.192577689618,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2007","2007",87.425703344131,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2008","2008",170.2718472376,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2009","2009",179.63126643638,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2010","2010",93.19821276587,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2011","2011",82.303723169681,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2012","2012",69.863424846885,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2013","2013",90.633318228795,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2014","2014",74.336192988163,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2015","2015",69.010437993904,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2016","2016",33.791684565315,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2017","2017",58.546574608543,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2018","2018",59.029844419715,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2019","2019",59.274656417322,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2020","2020",76.055529250089,,
"ALB","Albania","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2021","2021",88.69702371856,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2000","2000",0.00742071245257,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2001","2001",0.0093910323097,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2002","2002",0.01507568928777,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2003","2003",0.01475603281001,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2004","2004",0.01149071743792,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2005","2005",0.02849960724305,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2006","2006",0.04255986763779,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2007","2007",0.04464338727559,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2008","2008",0.07212557882335,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2009","2009",0.09216299681899,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2010","2010",0.08953833338861,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2011","2011",0.02233025114826,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2012","2012",0.03890409879704,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2013","2013",0.01103501272076,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2014","2014",0.00826845793499,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2015","2015",0.0077165139724,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2016","2016",0,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2017","2017",0.00246927771441,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2018","2018",0.00929603849129,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2019","2019",0,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2020","2020",0,,
"ALB","Albania","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2021","2021",0,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2000","2000",1.8576697172517,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2001","2001",1.2854388345355,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2002","2002",7.989218328841,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2003","2003",1.1465721040189,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2004","2004",2.2108271687962,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2005","2005",3.3181299885975,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2006","2006",0.70393374741201,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2007","2007",0.22914611247255,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2008","2008",0.27446203816484,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2009","2009",0.01864396246349,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2010","2010",0.12282436116354,,
"ALB","Albania","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2011","2011",0.4119394921664,,
