"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",70.86642,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",71.85328,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",73.78157,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",73.77186,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",74.51447,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",76.00729,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",77.42795,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",80.32355,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",82.84937,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",82.32095,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",85.86167,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",86.74606,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",90.12704,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",92.64716,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.60358,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.2292,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",103.6494,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",107.8284,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",110.2222,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",109.3738,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",98.49372,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",98.55775,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",103.1726,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",106.2267,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",106.6792,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",105.5942,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",106.1514,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",108.1794,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",111.583,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",103.4823,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",106.7302,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",107.0426,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",105.1123,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",102.9208,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",101.5236,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",98.25407,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",98.99553,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",100.4802,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",98.56467,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",97.44599,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",57.69667,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",60.15889,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",63.93376,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",67.94049,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",72.94405,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",74.09361,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",76.90704,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",81.12333,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",82.73887,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",85.2216,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",86.77318,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",87.64942,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",90.46329,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",92.83257,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",96.35315,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.8296,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",104.9778,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",107.2373,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",107.6089,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",110.4999,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",107.3669,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",102.6701,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",104.762,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",114.1226,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",114.4085,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",118.0578,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",116.0391,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",123.5187,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",115.7234,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",104.8245,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",114.8229,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",108.5012,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",111.8623,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",109.8454,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",103.087,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",94.29378,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",87.26524,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",73.39315,"E","Estimated value"
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",61.56437,"E","Estimated value"
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",43.06076,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",57.15109,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",61.87128,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",74.1684,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",74.69143,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",70.9297,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",65.89158,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",64.41245,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",66.9207,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",62.3713,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",62.1703,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",76.04462,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",64.22912,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",65.07814,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",75.76151,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",87.7058,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",97.61552,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",94.07491,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",88.60784,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",73.87622,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",77.9142,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2000","2000","IDX","Index","0","Units","2010_100","2010=100",62.9238,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",60.99082,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",76.70287,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",74.74987,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",73.88593,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",67.92017,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",67.96466,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",68.20979,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",65.63085,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",62.67289,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",77.17087,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",68.38506,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",67.73066,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",75.55553,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",89.83508,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",100,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2016","2016","IDX","Index","0","Units","2010_100","2010=100",103.0576,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2017","2017","IDX","Index","0","Units","2010_100","2010=100",95.55038,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2018","2018","IDX","Index","0","Units","2010_100","2010=100",99.02795,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2019","2019","IDX","Index","0","Units","2010_100","2010=100",77.49963,,
"WSCNDW01","Work started for dwellings sa, Index","AUS","Australia","A","Annual","2020","2020","IDX","Index","0","Units","2010_100","2010=100",80.85131,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",47.84125,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",45.79744,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",55.03091,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",59.85573,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",64.27033,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",68.05145,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",71.92107,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",76.67851,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",82.62894,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",81.98687,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",84.28962,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",90.77512,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",98.3446,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",100.2391,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",103.7481,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",97.04064,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",98.79115,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",101.374,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",99.26347,,
"PRCNTO01","Production of total construction sa, Index","AUS","Australia","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",93.38305,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",70.08801,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",72.21729,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",72.70339,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",74.18224,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",78.80366,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",82.1927,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",88.56682,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",93.53741,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",95.34489,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",84.71906,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",90.61674,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",95.99155,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",97.53906,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",97.94671,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.91651,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.5167,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",107.7167,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",112.825,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",113.2167,,
"PRINTO01","Production of total industry sa, Index","AUT","Austria","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",106.9083,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",71.23725,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",72.71862,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",72.58018,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",74.26921,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",79.67551,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",83.07436,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",89.47748,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",95.16068,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",96.07442,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",83.89119,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",89.72556,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",95.70079,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",95.7681,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",96.57576,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.67508,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.6002,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",108.1257,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",112.6844,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",112.7177,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",104.7587,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",73.29593,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",73.73276,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",73.51434,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",75.82532,,
