"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EST","Estonia","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",82.52646,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EST","Estonia","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",94.64211,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EST","Estonia","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",97.85851,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EST","Estonia","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",90.61745,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EST","Estonia","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",61.80318,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EST","Estonia","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",76.71027,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EST","Estonia","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",89.21757,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EST","Estonia","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",88.05099,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EST","Estonia","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",92.51729,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EST","Estonia","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",96.44196,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EST","Estonia","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
